idx,angdist_arcsec,qso_name,qso_type,qso_z,qso_xname,qso_rname
9557,114.704391,WISEA J175048.13+173230.7,qR,0.20000000298023224,,VL0J175048.15+173230.4
9562,96.308962,PGC 1200579,NR,0.13199999928474426,,FIRST J012442.1+013715
9562,171.573014,WISEA J012458.13+013515.6,qX,0.800000011920929,4XMM J012458.1+013517,
9563,25.917959,WISEA J093401.73-051233.1,q,0.20000000298023224,,
9565,105.141301,WISEA J124250.58-011313.9,q,0.20000000298023224,,
9568,95.953002,J020101.91-053200.7,X,,4XMM J020102.0-053200,
9568,140.870266,WISEA J020107.34-052918.6,q,1.7000000476837158,,
9570,0.173923,IC 355,ARX,0.028999999165534973,2SXPS J035346.2+195826,NVSS J035346.9+195821
9573,86.729583,SDSS J093356.64+340034.8,QX,2.1559998989105225,CXOG J093356.6+340035,
9575,88.023794,2QZ J103809.7-023700,Q,0.4189999997615814,,
9576,0.457623,UGC 5881,NRX,0.020999999716877937,2SXPS J104642.5+255554,FIRST J104642.5+255553
9577,115.707126,J121956.18+052057.2,X,,1WGA J1219.9+0520,
9581,0.289067,NGC 6346,NRX,0.029999999329447746,CXOG J171524.4+571921,FIRST J171524.4+571920
9581,83.039625,J171516.24+572011.1,X,,CXOG J171516.2+572011,
9581,100.716635,J171535.96+571843.3,X,,CXOG J171536.0+571842,
9581,176.604391,J171538.50+572136.3,X,1.7999999523162842,CXOX J171538.2+572134,
9582,0.430964,ESO 530-47,NRX,0.03200000151991844,XMMSL J212702.5-225930,VL0J212702.80-225931.3
9585,178.740697,WISEA J025519.39-140134.8,q,0.10000000149011612,,
